Date,Author,Version,Rating,Review Title,Review Description,Categories
2025-06-20T04:28:19-07:00,VRcatdad,EARLYACCESS-0.3.0-613,5,Awesome Social Game,"If you want to experience a space themed, action packed social game with a vibrant and friendly community, then Gravi is for you. Play tag, battle it out with your friends in the Mosh Pit, compete for top position on the leaderboard, mine Nexium for in game currency and have an amazing VR experience. Gravi promises to have lots of giveaways, have constant updates with even more amazing maps and game modes to explore. The uniqueness of Gravi is the many micro gravity environments in all the maps where the players get to experience something amazing. Download Gravi now. You won't be disappointed. Also join the Gravi discord to unlock even more roles, perks and giveaways.",
2025-06-20T01:21:59-07:00,GotowyVR,EARLYACCESS-0.3.0-613,5,Super gra,GRAVI to gra w której można grać w tag lub w pvp jeśli pobierzesz GRAVI to nie pożałujesz,
2025-06-19T23:36:23-07:00,ASH_0N_0R1AN_DR1FT,EARLYACCESS-0.3.0-613,5,Epik,Awsome i love it,
2025-06-19T22:45:53-07:00,Merkn_VR,EARLYACCESS-0.3.0-613,5,Great people,The community is great everyone is funny I even got a tutorial on how to to play.,
2025-06-19T22:01:54-07:00,Zermex_is_cool,EARLYACCESS-0.3.0-613,5,Cool game,I really like that it is similar to Yeeps hide and seek and the gadgets are fun but the bubble gum could get annoying sometimes and think that you should add something were you can like turn it off like when they shoot it at you you won’t be effected,
2025-06-19T20:45:58-07:00,eyegotdino,EARLYACCESS-0.3.0-613,5,Amazing game,Very sigma,
2025-06-19T20:20:24-07:00,Edwinteddyjr12,EARLYACCESS-0.3.0-613,5,I js got it,It is so fun and I met so many mods but I js don’t know how to play good game so fun and cool idea,
2025-06-19T19:56:09-07:00,bethink011,EARLYACCESS-0.3.0-613,5,Out of This WORLD,This game is amazing The community is great and the maps never get boring and it’s FREE so there is no reason not to join,
2025-06-19T19:54:15-07:00,alone_forever,EARLYACCESS-0.3.0-613,5,Fun game,It is pretty sigma\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nYep,
2025-06-19T19:46:36-07:00,Cheddar_Chezz,EARLYACCESS-0.3.0-613,5,This is cool,I like how you can change gravity and other suffff,
2025-06-19T19:35:15-07:00,BluedragonVR12,EARLYACCESS-0.3.0-613,5,Yeeps fangame,It's a really good game I like the new game and it reminds me of yeeps I like the gadgets and cosmetics I can't wait for the future of this game!,
2025-06-19T18:49:15-07:00,coconut_______wuter______melon,EARLYACCESS-0.3.0-613,5,Bill,It was fun,
2025-06-19T18:39:35-07:00,CCCookiegod,EARLYACCESS-0.3.0-613,5,Good and so much fun,Fun,
2025-06-19T18:14:34-07:00,Ima_Rainbow,EARLYACCESS-0.3.0-613,5,Gravi is fire!🔥Devs Cooked on Moshpit!,"🚀Gravi combines the chaos of zero-gravity with creative fun. This game is fun!\nHop into topsy turvy game lobbies with friends, make new friends, have fun hanging out using innovative gadgets or compete in gravity defying Parkour Speedrun challenges, try to avoid the Infection, or jump into the Infamous Moshpit! \n\n 🧑‍🚀💣🧑‍🚀🪦Moshpit!  I'm no good at it, but I Love It!\nCrazy PvE battles for Ultimate bragging rights.  Can you Survive?  Can you Win?  Do you have what it takes to go Bot vs Bot and claim your spot on the Leaderboard?  Moshpit is fun, fast & furious, the rounds are really quick and action packed!  Don't look away or you'll end up back in the control room wondering what happened.  \n\nLike all free games, Gravi has it's own in-game currency, Nano Credits, that're used to buy cool cosmetics and an array of gadgets.  The game provides plenty of opportunity to get free NCs with daily challenges, weekly leaderboard events, friend referrals and special promo codes.  If you really want to support the game, get the Bundle!",
2025-06-19T18:12:25-07:00,Henry.2763,EARLYACCESS-0.3.0-613,5,Great game,"The game was a lot more fun than I expected. And yes, there were those moments where I was floating into the waiting for a barrier to bring me back to safety or just hit me into an island ￼￼",
2025-06-19T18:05:50-07:00,Ultra064,EARLYACCESS-0.3.0-613,5,Can’t wait for the future,This￼ game’s open alpha was amazing and I can’t wait for some brand new updates to come out like new gadgets,
2025-06-19T17:56:50-07:00,xsefity,EARLYACCESS-0.3.0-613,5,Really good indie game,I love the gravity physics and the bubble gun,
2025-06-19T17:40:39-07:00,SkylarDog5700,EARLYACCESS-0.3.0-613,5,Good game,I love this game because it is similar to yeeps hide and seek,
2025-06-19T16:43:08-07:00,11_coffee_11,EARLYACCESS-0.3.0-613,5,Best game,It is better than yeeps and every \nGtag fan game play it now!!!!!!!!!,
2025-06-19T16:15:19-07:00,goofygrandpavr,EARLYACCESS-0.3.0-613,5,Super good Super good,This is super cool bro how do you spell?😏😏😏😏😏😏😏😏😏,
2025-06-19T16:02:34-07:00,Novathedragonvr,EARLYACCESS-0.3.0-613,5,GREAT GAME,I alpha tested it and it is like if yeeps and Orion drift had a baby and it's not much right now but it will definitely grow to be a huge game,
2025-06-19T15:53:23-07:00,AlexandAxel99,EARLYACCESS-0.3.0-613,5,Gun game,10 /10 fun,
2025-06-19T15:41:42-07:00,Mrgame_vr,EARLYACCESS-0.3.0-613,5,Very good game,I found out some people called it a yeeps knock off because of the design of the models for some reason but anyways I would say this game is very good surprisingly I seen other people that played it like rainbow VR cat dad and more hopefully you like it also and hopefully I meet you in there.,
2025-06-19T15:34:11-07:00,morganatorr,EARLYACCESS-0.3.0-613,5,Really Amazing Game!,This is a great game and has a combination of yeeps hide and seek and orion drift in a way. It has very unique cosmetics and if a space theme which is really cool,
2025-06-19T15:33:36-07:00,J.Alan.vr,EARLYACCESS-0.3.0-613,5,Hi I'm j. Alan. Vr,It's like yeeps hid and seek,
2025-06-19T15:07:53-07:00,monkelkYt_official,EARLYACCESS-0.3.0-613,5,This game saved me,"Not too long ago, I have been diagnosed with ligma and my life has been very bad lately.but when I played this game, my grandpa who is paralyzed from tne waist down got up and played. Even my dead dog wanted to try it. Also, I no longer have ligma. Thank you for this amazing game, absolute cinema.",
2025-06-19T15:04:25-07:00,theelidrew,EARLYACCESS-0.3.0-613,5,BEST GAME Ever,This is the most fun I’ve ever had that unique gravity aspects are crazy fun!\n￼,
2025-06-19T14:31:31-07:00,Tjeudy21,EARLYACCESS-0.3.0-613,5,Amazing game🤩,THIS GAME IS SERIOUSLY GREAT IT IS BEAUTIFUL AND I LOVE IT SO MUCH THE GAMEMODES AND EVERYTHING IT IS DEFINITELY A 10/10,
2025-06-19T14:28:19-07:00,froggycheese.2573564,EARLYACCESS-0.3.0-613,5,Best game selling on store,Best game ever better than gorilla tag who ever made this game good job￼￼,
2025-06-19T14:19:58-07:00,RealBumBumVr,EARLYACCESS-0.3.0-613,4,GRAVI is pretty good,For it being fairly new it’s really good. Theres lots to do in the game and it’s easy to make friends. The cosmetics are good and it’s easy to make in game money. The graphic are there and the player model is great. There is also a in game camera that is free to use. So I give it a 4/5 stars,
2025-06-19T14:02:22-07:00,Everythingvr,EARLYACCESS-0.3.0-613,5,Awesome,Very fun,
2025-06-19T14:01:00-07:00,zipzapbt,EARLYACCESS-0.3.0-613,5,Best thing since sliced bread,Gravi is more than just a game it's a life style the community the game modes the cosmetics it weeves you a story a career but only if you let it,
2025-06-19T13:57:44-07:00,TuxeVr,EARLYACCESS-0.3.0-613,5,Very fun game,"The game is super well made and is full of content like a combat, tag and much more. The devs clearly put time and effort in there game to make sure it’s good and I find that amazing.",
2025-06-19T13:53:35-07:00,partyplantgt,EARLYACCESS-0.3.0-613,5,Gravity does not exist,Do you still believe in gravity just walk on wall man it’s easy\nBut seriously this is fun as heck you can do a lot of things and we are probably the first meta users to step on this game. I’m excited for this games out of early access time!,
2025-06-19T13:50:09-07:00,SnowingDev,EARLYACCESS-0.3.0-613,5,Fire,Best game ever,
2025-06-19T13:48:15-07:00,MatYeep_Official,EARLYACCESS-0.3.0-613,5,W GAME,I am a og tester for this game and now it's so fun!!,
2025-06-19T13:44:47-07:00,Harris1985,EARLYACCESS-0.3.0-613,5,Good,Good game,
2025-06-19T13:38:00-07:00,Mes906,EARLYACCESS-0.3.0-613,5,Best games,This game is super fun I love fighting with my friends in the little tunnel I like the cosmetics my favorite one is the dad one and the gadgets are super fun,
2025-06-19T13:34:02-07:00,Natureacshorts,EARLYACCESS-0.3.0-613,5,Very good,I had so much fun,
2025-06-19T13:21:16-07:00,german._.monkey,EARLYACCESS-0.3.0-613,4,Cool and fun game,The game is cool and fun but it took a lot Idea from yeeps (just getting the cosmetic,
2025-06-19T13:20:45-07:00,Wumpusyt,EARLYACCESS-0.3.0-613,5,Amazing game,The movement is amazing you need it,
2025-06-19T13:19:06-07:00,GTrueGamer,EARLYACCESS-0.3.0-613,5,Very good game,I really like the community and how the games mechanics coincide,
2025-06-19T13:15:48-07:00,mr._rizzy_trace55578,EARLYACCESS-0.3.0-613,4,Best game I’ve played in  while,"I swear, this is just amazing, it’s like Mario galaxy mixed with crazy sorts of fun and gadgets, it’s crazy!",
2025-06-19T13:06:48-07:00,Madowl0000,EARLYACCESS-0.3.0-613,5,Good Game,This is a very great game I would give it 1B stars I could play it all day,
2025-06-19T12:53:09-07:00,BlizzyIsWeird,EARLYACCESS-0.3.0-613,5,This game was really fun when I played,I really liked this and I like the cosmetics my fav was the angel wing but Theres alot more,
2025-06-19T12:39:37-07:00,CheesyChants,EARLYACCESS-0.3.0-613,5,lore,"combine yeeps, animal company, gorilla tag and add 65930237593 liter of lore and you got a fully functional masterpiece.\ngravi is a perfect game for lore.\nand there are a LOT of miners",
2025-06-19T12:35:05-07:00,MUG.Rootbeer,EARLYACCESS-0.3.0-613,5,This game is amazing,The mechanics in gravi are phenomenal,
2025-06-19T12:28:44-07:00,kingn1ck,EARLYACCESS-0.3.0-613,5,,Good game it’s like yeeps but this has character,
2025-06-19T12:27:32-07:00,MemeTheSIGMA,EARLYACCESS-0.3.0-613,5,Hhh,H,
2025-06-19T12:20:36-07:00,CrazyCraze,EARLYACCESS-0.3.0-613,5,Amazing Game,"This game is amazing, it's full of positivity and fun. Keep up this amazing work on Gravi. I love the mechanics in the game and the gamemodes. Moshpit is super fun to play and it's super cool how you can be rewarded for placing top 25 in the weekly Moshpit points leaderboard.",
2025-06-19T12:17:24-07:00,OculusMaster381,EARLYACCESS-0.3.0-613,5,Super amazing,So fun loved the minis a little trippy and a great \nExperience,
2025-06-19T12:12:55-07:00,Toxify.Yeep,EARLYACCESS-0.3.0-613,5,Amazing game,So fun to play tag and moshpit with friends highly recommend,
2025-06-19T12:07:14-07:00,HDplaysvr,EARLYACCESS-0.3.0-613,5,This game is awesome,The community was really nice and helped out a lot the game is fun and I would really recommend it,
2025-06-19T12:02:44-07:00,Braidie,EARLYACCESS-0.3.0-613,5,5 stars!,Well made game and super fun!The whole community is very kind!10/10 game!,
2025-06-19T12:02:19-07:00,gorillaBT,EARLYACCESS-0.3.0-613,5,Incredible,This game is absolutely awesome and definitely deserved the hype,
2025-06-19T11:59:27-07:00,boatboat726336,EARLYACCESS-0.3.0-613,5,Gravi is the best 100%..,I love the community already. This game is so good. They have a lot of stuff to do and a lot of fun can be given to players new or not. I love Orion Drift and Yeeps and this game is those combined. Not a copy and \ngeneric game that brings fun and competition. Aswell as making the first comp team for the game. I see everyone arouhd me there amazing.,
2025-06-19T11:56:03-07:00,Ashtonproyt767,EARLYACCESS-0.3.0-613,5,Good Game!,"I think, I have played since alpha as it realesed I was so happy ( Definitely not a video leak as well ) it is a fun game fly around the planets and more play with others I love how hard and determined the developers are and they are the kindest people I have ever met I hope we get more and more and it impacts history for everyone! This is a CC and Alpha tester saying this. Play it buy some COMETICS join the discord as soo much more fun things yall can do I recommend talking to the community they are nice as well and funny one guy said i need a poo in a lobby I said isn’t that a bit much information it’s just jokes play now have fun and most importantly enjoy! If you need any support for anyone.\n\nDm : Ashtonproyt | discord",
2025-06-19T11:55:42-07:00,NOVAVROFFICIAL,EARLYACCESS-0.3.0-613,5,GET THIS GAME!!!,"Do you want a really fun game that's like Yeeps and it's multiplayer? If so, this is the game for you!",
2025-06-19T11:47:16-07:00,Flynnflops,EARLYACCESS-0.3.0-613,4,👌😎👍,Pretty decent game for when your bored,
2025-06-19T11:47:12-07:00,OBanana_king,EARLYACCESS-0.3.0-613,5,It’s so fun,I’m a beta tester for this game and it’s really fun. I’ve been waiting for this game to come out so I can play with my friends in a moment when this game launch me and my friend started playing it’s really fun and it’s almost the same as Yeeps so if you love￼ playing yeeps play this game too,
2025-06-19T11:47:06-07:00,DottyPoppy87,EARLYACCESS-0.3.0-613,5,Amazing game,Amazing game,
2025-06-19T11:46:03-07:00,CheeseGooseVR,EARLYACCESS-0.3.0-613,5,Great Game,it’s a great pvp game and there’s other features hopeing to become a Mod one day!,
2025-06-19T11:44:18-07:00,Yeepymanpro,EARLYACCESS-0.3.0-613,5,Gravi,Great game. Maybe try to add more viriation to the quests,
2025-06-19T11:38:48-07:00,somwonsomtin,EARLYACCESS-0.3.0-613,5,AMAZING GAME!,"I'm an alpha tester and I'm telling you now the fun, excitement and creativity you get while playing is just incredible. I won't tell you too much but I recommend this one it is truly one of a kind!",
2025-06-19T11:38:23-07:00,LUKIEDON.11,EARLYACCESS-0.3.0-613,5,It's based on yeeps,Must I say more?,
2025-06-19T11:37:39-07:00,AvenueVR,EARLYACCESS-0.3.0-613,5,This is such a fun game,So fun I can’t stop speed running,
2025-06-19T11:37:07-07:00,JamJam.YZ,EARLYACCESS-0.3.0-613,5,This Game Is Really Good!,"I had gravi since the start of the alpha testing and ohh!, it was a blast I got to play Tag with so many people and got to fight for the throne in the moshpit all to say is that the game is so fun and really made for people with energy and ADHD go download the game now!!, to join me in the next BEST game on VR, GRAVI",
2025-06-19T11:37:03-07:00,EB_TBREEZY_2707,EARLYACCESS-0.3.0-613,5,Best game ever,Seriously recommend no others words needed,
2025-06-19T11:36:28-07:00,Littl3,EARLYACCESS-0.3.0-613,5,This game is amazing!,"As a mod, I’ve never ever found any game like this, I love it, especially moshpit.",
2025-06-19T11:33:37-07:00,jackvr1122013,EARLYACCESS-0.3.0-613,5,For banna hat and honest review,Gravi is the best game because there's gadgets outfits low gravity and so much more,
2025-06-19T11:33:37-07:00,theogturtle,EARLYACCESS-0.3.0-613,5,A great.\nGame,This game is super fun and it's super good,
2025-06-19T11:32:54-07:00,Ethandebi,EARLYACCESS-0.3.0-613,5,This game is so fun,I love this game this game is so adventurous\n and so much cool gadgets \n￼,
2025-06-19T11:32:53-07:00,Artistred,EARLYACCESS-0.3.0-613,5,Fun game,"This game is super fun and I love it already it has a yeeps hide and seek vibe so if you like yeeps you will probably like this game. Met a dev, and some mods and they are super friendly and want to help people 10/10 would recommend",
2025-06-19T11:31:33-07:00,cosmo_vronyt,EARLYACCESS-0.3.0-613,5,Amazing team and game,This game is so fun and unique the dev team Is so nice they make everyone feel special I am an alpha tester and content hopefully soon to be moderator so you can trust me 10/10 would recommend,
2025-06-19T11:30:59-07:00,jdrvr,EARLYACCESS-0.3.0-613,5,Awsome,"Im a alpha tester so i know Gravi is one of the best games out there in space it’s so fun to play with your friends I really like the recent update where you battle,game is so fun I recommend trying",
2025-06-19T11:30:25-07:00,NorthernStars4,EARLYACCESS-0.3.0-613,5,Very good,It’s and amazing game I had it in beta but I don’t know what to do with nexium if you even can do anything with it,
2025-06-19T11:28:32-07:00,FootballDino925,EARLYACCESS-0.3.0-613,5,Very fun game,The races are a nice touch to the game and the cosmetics are awesome the gadgets are cool and the player model is unique,
2025-06-19T11:27:27-07:00,exploding.yeeper.0,EARLYACCESS-0.3.0-613,5,This is the Best game.,"Im a beta tester and this game is fantastic, download it!",
2025-06-19T11:27:03-07:00,deuce.178777,EARLYACCESS-0.3.0-613,5,SO FUN,"Great community (so far), awesome physics, great gadgets, definitely one of my favorite Vr games.",
2025-06-19T11:26:37-07:00,Starmanbear12SFU,EARLYACCESS-0.3.0-613,4,The games awesome and it came out today,"This game is awesome with its gravity physics and all the awesome gadgets, it’s got an awesome vending machine which has an awesome look and gives you your gadgets. YOU NEED TO GET THE GAME GRAVI!!!!!!!!",
2025-06-19T11:25:32-07:00,DJ_Dexter_VR,EARLYACCESS-0.3.0-613,5,This game is awesome!!,I was an alpha tester  and the game was so fun during alpha testing and when it launched ￼. You should get this game it’s very good for you to play with the games gravity.￼,
2025-06-19T11:24:20-07:00,PLCWILKIE,EARLYACCESS-0.3.0-613,5,W,MY NEW FAV GAME ON VR!!!!,
2025-06-19T11:23:56-07:00,Allistervr,EARLYACCESS-0.3.0-613,5,i love the game,this game is so awesome playing with it with new people like teaching them. I like hanging out with my friends and sun it is just the best ￼￼,
2025-06-19T11:23:33-07:00,Oh_My_Circuits,EARLYACCESS-0.3.0-613,3,This is my opinion.,This game is good but I needs a lot of working on but the game is still good.,
2025-06-19T11:23:30-07:00,burningdumpster,EARLYACCESS-0.3.0-613,4,Not bad,It could be better but it's a new game so I'm hoping for new approvements and changes to some things,
2025-06-19T11:21:39-07:00,mr.hahaha,EARLYACCESS-0.3.0-613,5,Has been here since beta test,I love this game so much. It just brings me so much joy how friendly people are and how amazing the game is. I’ve been here since Beta testing and I’ve loved this game and I just wanna say thank you so much for making this game. ￼,
2025-06-19T11:21:35-07:00,SpyGamingYT320,EARLYACCESS-0.3.0-613,5,I love space games,Every since Orion drift launched I loved the setting of space and now that gravi launched I will always play it,
2025-06-19T11:21:30-07:00,MRREDVRGAMING,EARLYACCESS-0.3.0-613,5,Awesome,"I am an alpha tester for this game and it is really fun. It’s like jeeps but you get to explore space. There’s a really sigma astronaut bundle that you should totally buy and you can even hit your friends around with baseball bats, and you could use the freeze bomb. My favorite item is definitely the bat. If you put the bats next to each other and you hit a person they go like flying. You should download gravity and play it for yourself. Have a great day.",
2025-06-19T11:21:28-07:00,raul.rios.5815,EARLYACCESS-0.3.0-613,5,Best Game Of The Year,It’s Like Mario Galaxy And Yeeps Combined there are cool cosmetics so go play now,
2025-06-19T11:21:09-07:00,Pacomayon,EARLYACCESS-0.3.0-613,5,Excellent Game IMO,"Very exciting game, it’s fun, great when playing with others (especially friends) and is overall just a good VR game, would definitely recommend.",
2025-06-19T11:20:57-07:00,froogythefrog1468,EARLYACCESS-0.3.0-613,5,Orion Drift X Yeeps Hide & Seek?,"Fun game, like yeeps and Orion drift combined. Also... Give me da Banana!!! 🍌🍌🍌🍌🍌",
2025-06-19T11:20:54-07:00,Darmander25,EARLYACCESS-0.3.0-613,5,Great game,This game is great and has great mechanics I'm lucky I got to alpha test this because I absolutely love this game,
2025-06-19T11:20:49-07:00,fazzzzzzbearr,EARLYACCESS-0.3.0-613,5,,This game is really fun but the only thing it needs is more quest and it’s still my favorite \n￼,
2025-06-19T11:20:38-07:00,Fancycone,EARLYACCESS-0.3.0-613,5,Gravi,I went into a higher life from from this game I have opened my third eye playing this,
2025-06-19T11:20:21-07:00,ClipzyBaller,EARLYACCESS-0.3.0-613,5,FUN!,This game is definitely a 5 star it introduces gravity and overall it’s a very fun game!,
2025-06-19T11:20:21-07:00,Xboom_15,EARLYACCESS-0.3.0-613,5,I love this game,I’ve been waiting for a month and it’s finally out. I can’t wait for other people to experience it.,
2025-06-19T11:20:04-07:00,sigma_yeep097,EARLYACCESS-0.3.0-613,5,Best game of all time,Very fun,
2025-06-19T11:17:28-07:00,Flurri,EARLYACCESS-0.3.0-613,5,From the start,I’ve been playing gravi since the 22nd of may.\nThis game has so much to offer and it’s very fun to play. It has cool mechanics that are very interesting. Hope your hop in and join in on this he fun.,
2025-06-19T11:14:29-07:00,Pumpko.PNG,EARLYACCESS-0.3.0-613,5,Gravi ruined my life,I’m short it ruined my life by being WAY TOO FUN 😡😡😡 they should KEEP this game on the quest store but should make them put a warning in game about it being too fun anyways 5 stars,
2025-06-19T11:07:28-07:00,goldentoast.999,EARLYACCESS-0.3.0-613,5,Fun games,"Crazy game, fun, chaotic￼",
2025-06-19T11:06:22-07:00,ratatolle.15,EARLYACCESS-0.3.0-613,5,I love this game,Soo I am a beta tester well og beta and all the Experiment with the game. I loved it. It is a wonderful game,
2025-06-19T11:04:59-07:00,thevibem,EARLYACCESS-0.3.0-613,5,Very good,"I’m glad to be a part of this game, love being an alpha tester and in game moderator for GRAVI. Love the game modes too",
2025-06-19T11:04:45-07:00,watermelonpopper,EARLYACCESS-0.3.0-613,5,Good game,Very fun game with nice players!,
2025-06-19T11:03:24-07:00,Milton.the.yeeper,EARLYACCESS-0.3.0-613,5,Gravi,"A great game, I don't have so much time so i'll end it here",
2025-06-19T11:03:21-07:00,MehReal,EARLYACCESS-0.3.0-613,5,this game gave me space talk.,because yes,
2025-06-19T11:02:36-07:00,The_Real_King_Nugget,EARLYACCESS-0.3.0-613,5,Good game,I love the tools it’s fun to play with friends to,
